,freight_value,price,payment_value,payment_installments,payment_sequential
2588,23.17,299.0,322.17,6,1
103616,27.46,98.99,126.45,2,1
83572,16.38,97.5,113.88,10,1
85240,41.33,49.9,174.39,1,2
23680,7.81,79.9,87.71,1,1
14701,16.79,42.5,88.84,1,2
109261,75.26,1197.9,373.16,2,1
50835,18.16,129.99,13.05,1,1
57831,15.38,89.49,104.87,1,1
44339,19.53,79.99,99.52,7,1
20068,9.74,104.7,473.21,3,1
111618,14.24,70.0,84.24,6,1
45055,13.45,26.77,80.44,1,1
6219,17.6,37.5,55.1,5,1
53755,68.45,265.0,333.45,10,1
63986,12.43,105.0,117.43,5,1
75833,15.1,18.99,34.09,1,1
51445,15.1,22.9,38.0,1,1
48289,18.12,729.0,747.12,10,1
63791,13.21,79.0,92.21,1,1
45554,13.71,35.99,99.4,8,1
58129,15.27,392.0,968.51,1,1
57488,16.79,31.9,97.38,1,1
27246,12.46,104.9,117.36,2,1
72080,11.85,30.0,41.85,1,1
76645,7.51,35.0,42.51,2,1
21454,16.73,69.0,85.73,1,1
37552,18.04,113.57,131.61,1,1
61697,54.45,300.0,354.45,5,1
8663,17.6,32.99,50.59,1,1
48488,36.15,119.2,155.35,4,1
111026,18.0,209.9,9.05,1,2
53791,17.79,599.9,617.69,10,1
91863,12.83,99.99,112.82,2,1
35593,13.97,135.0,148.97,5,1
82814,7.73,22.0,89.19,1,1
21117,15.1,23.8,77.8,5,1
52298,17.78,75.0,92.78,1,1
39149,12.69,22.99,71.36,7,1
11727,34.31,109.9,144.21,1,1
44951,20.84,39.9,60.74,6,1
44167,14.93,165.86,180.79,8,1
73485,23.46,125.02,148.48,1,1
278,18.27,79.99,294.78,1,1
47332,9.42,149.99,159.41,3,1
12903,9.02,179.49,188.51,1,1
106189,13.92,79.9,93.82,1,1
42087,34.05,139.0,173.05,2,1
34564,15.7,69.9,85.6,1,1
24344,46.19,190.0,236.19,4,1
64457,7.64,58.0,184.92,1,1
20900,15.59,120.0,135.59,1,1
73068,17.67,59.9,77.57,2,1
12548,12.98,45.0,57.98,5,1
28611,11.73,59.9,71.63,7,1
34665,24.86,92.9,117.76,1,1
5638,0.0,69.9,139.8,10,1
88685,21.75,597.0,618.75,2,1
8601,8.72,49.9,50.85,1,2
37885,15.1,39.99,55.09,2,1
90475,7.39,14.9,44.58,1,1
83431,8.74,78.0,86.74,1,1
62983,13.37,39.9,53.27,1,1
40084,9.34,45.9,55.24,1,1
50303,16.67,59.9,76.57,1,1
43733,12.83,55.0,135.66,4,1
43476,18.14,205.0,223.14,10,1
24456,9.74,48.9,58.64,3,1
33122,75.05,299.9,374.95,2,1
73455,118.33,326.16,574.0,10,1
102656,11.17,79.99,91.16,7,1
101758,23.29,69.99,93.28,1,1
71648,16.97,56.89,73.86,7,1
35,11.48,124.99,136.47,1,1
112106,41.55,1299.9,1341.45,8,1
104214,20.91,119.0,139.91,1,1
7473,15.23,18.75,33.98,1,1
106777,8.11,14.7,22.81,1,1
24947,14.5,110.0,124.5,10,1
89707,14.99,98.9,113.89,2,1
12752,41.24,68.0,109.24,3,1
24462,26.89,48.9,75.79,5,1
59161,16.96,74.9,91.86,9,1
85515,13.44,59.9,73.34,1,1
25208,13.82,99.49,113.31,8,1
47309,10.27,179.99,190.26,2,1
35651,16.25,69.9,86.15,8,1
26692,80.47,340.99,421.46,4,1
67810,16.09,190.83,413.84,8,1
72492,10.07,330.0,340.07,1,1
80042,8.72,56.99,65.71,6,1
99451,14.1,13.65,109.5,1,1
32807,7.78,49.0,113.56,4,1
37316,20.98,129.0,299.96,1,1
56621,8.72,15.0,23.72,1,1
86729,9.74,27.8,37.54,1,1
34715,12.45,135.0,147.45,3,1
56975,8.72,30.0,38.72,1,1
93239,7.78,39.9,80.45,2,1
86168,28.82,89.99,237.62,1,1
69531,19.44,619.99,639.43,5,1
59908,16.15,56.0,72.15,1,1
52867,18.06,329.2,347.26,10,1
43142,12.69,17.99,30.68,1,1
34659,14.71,48.0,351.18,6,1
7383,19.59,44.99,129.16,1,1
4022,23.85,53.0,155.7,1,1
53584,16.6,48.9,65.5,3,1
81497,17.75,292.9,310.65,8,1
22726,14.1,28.7,85.6,1,1
101075,8.23,114.99,100.0,1,3
30833,14.44,39.95,54.39,3,1
87612,13.04,85.5,98.54,1,1
93347,11.85,7.9,19.75,1,1
77386,17.72,66.9,84.62,8,1
103648,18.3,27.9,92.4,1,1
13190,17.14,197.0,214.14,1,1
103534,13.14,114.9,128.04,2,1
101508,16.11,17.99,34.1,3,1
7623,19.72,68.9,88.62,4,1
36173,13.65,89.9,207.1,5,1
81670,18.35,369.9,388.25,8,1
24349,76.58,240.0,316.58,1,1
51390,11.97,109.99,121.96,1,1
49519,7.78,40.0,47.78,1,1
45753,72.33,1740.0,1812.33,8,1
15242,15.1,15.0,60.2,4,1
107950,8.72,10.9,19.62,1,1
109648,93.16,799.0,892.16,10,1
86645,74.56,1099.0,1173.56,3,1
58156,15.34,84.0,397.36,8,1
34194,21.56,86.9,108.46,5,1
42175,14.44,49.0,126.88,8,1
103929,28.68,340.0,737.36,3,1
77458,7.39,18.99,26.38,1,1
40922,16.6,35.99,59.04,1,2
79055,15.81,99.9,231.42,1,1
19141,23.68,74.99,98.67,1,1
20682,16.07,189.0,205.07,2,1
10765,18.59,199.9,218.49,4,1
89304,13.12,79.0,180.24,6,1
18237,16.02,135.0,151.02,2,1
88987,17.94,99.0,116.94,3,1
81181,15.92,116.9,132.82,2,1
67931,19.5,199.9,219.4,1,1
67371,18.79,219.9,72.4,1,2
48078,35.35,104.99,140.34,1,1
100116,32.08,189.9,221.98,3,1
64029,16.52,108.0,124.52,6,1
30003,17.88,89.9,107.78,10,1
97561,11.86,54.99,66.85,6,1
54329,15.59,69.99,85.58,1,1
55790,13.0,79.9,92.9,1,1
19764,15.11,22.5,37.61,1,1
33907,16.56,119.0,135.56,2,1
107610,25.63,49.9,75.53,2,1
33790,36.12,279.0,315.12,1,1
75556,7.39,24.9,32.29,3,1
96588,7.6,49.0,56.6,1,1
69564,18.45,528.0,546.45,10,1
107762,43.0,169.99,50.0,1,2
54352,9.06,129.0,138.06,2,1
103750,14.94,169.9,184.84,3,1
100985,28.11,75.5,103.61,4,1
59836,12.69,49.0,123.38,1,1
45962,9.56,105.9,46.35,1,4
91015,16.82,89.9,106.72,4,1
22082,15.1,28.0,43.1,3,1
83977,17.6,49.9,67.5,1,1
3915,11.15,75.0,395.17,1,1
77633,17.68,61.8,79.48,1,1
52417,13.64,87.99,101.63,1,1
84367,17.67,59.9,26.53,1,1
101519,11.15,45.9,17.05,1,1
104247,14.1,37.0,102.2,1,1
14644,17.95,215.0,232.95,10,1
6770,16.59,118.9,135.49,2,1
71098,15.35,84.99,100.34,5,1
67734,9.49,119.9,288.68,3,1
55266,83.75,109.99,653.21,6,1
94285,18.3,29.99,91.57,7,1
34491,15.1,24.9,80.0,4,1
33031,18.26,22.9,82.32,8,1
64521,7.65,55.0,62.65,2,1
74610,8.36,27.99,36.35,3,1
7633,14.52,40.0,54.52,3,1
81469,11.31,99.9,111.21,10,1
101575,16.42,94.9,111.32,3,1
62992,15.18,61.9,77.08,4,1
1880,23.28,100.0,123.28,2,1
92406,15.1,24.99,80.18,1,1
33633,18.35,78.0,96.35,5,1
61652,37.75,120.0,157.75,2,1
13884,21.1,87.0,432.4,1,1
74106,18.87,110.32,129.19,1,1
11404,9.03,39.9,48.93,1,1
43651,16.75,159.9,176.65,4,1
30895,19.62,54.16,73.78,1,1
79549,15.1,11.9,25.72,1,2
83770,30.53,99.0,129.53,4,1
110496,17.17,220.0,24.14,1,1
34081,2.7,79.9,189.53,8,1
61708,21.91,389.0,410.91,6,1
81740,16.82,150.98,167.8,2,1
11941,16.52,35.0,51.52,1,1
51546,20.52,189.9,210.42,2,1
61705,69.55,200.0,269.55,1,1
21271,16.38,295.9,312.28,3,1
37578,19.36,109.9,258.52,4,1
71760,15.33,64.99,80.32,3,1
83693,15.1,28.99,44.09,4,1
23646,19.32,49.0,305.57,10,1
28103,17.88,89.9,107.78,2,1
61982,13.88,249.99,263.87,1,1
62657,7.55,29.0,36.55,1,1
23706,23.36,29.99,53.35,1,1
34304,14.63,76.9,89.07,1,1
107524,34.15,49.9,84.05,2,1
36330,18.3,149.9,168.2,1,1
59431,15.1,25.0,40.1,1,1
88808,18.2,135.9,154.1,3,1
10216,17.97,46.99,129.92,1,1
57605,20.8,34.9,111.4,8,1
74322,61.33,149.65,77.59,3,1
75754,16.97,459.9,476.87,7,1
3804,19.39,216.0,235.39,10,1
18067,8.13,112.0,120.13,2,1
29919,12.97,95.15,108.12,1,1
9845,9.17,59.9,29.44,1,2
4818,15.63,59.9,75.53,2,1
96487,16.14,119.99,136.13,9,1
102912,22.93,39.99,251.68,5,1
81369,16.79,49.9,66.69,1,1
82500,38.55,143.0,181.55,7,1
76562,14.66,129.9,144.56,4,1
29489,14.13,58.9,146.06,7,1
83878,32.23,129.0,161.23,5,1
80493,15.1,13.99,29.09,1,1
35610,19.64,64.0,83.64,8,1
57833,8.37,89.49,97.86,1,1
107470,7.78,49.9,57.68,1,1
90366,8.29,23.9,32.19,1,1
34166,13.65,89.9,103.55,2,1
17495,15.13,54.9,140.06,1,1
76866,15.28,56.8,72.08,1,1
40199,9.34,45.9,55.24,2,1
77396,14.44,49.9,64.34,1,1
20492,15.1,19.9,35.0,3,1
18842,15.23,68.0,83.23,6,1
33499,19.64,64.9,84.54,3,1
15832,15.5,107.0,122.5,1,1
19509,7.39,68.4,75.79,7,1
36461,20.08,119.9,559.92,4,1
82068,8.32,150.82,159.14,5,1
12229,13.65,89.9,103.55,1,1
99570,8.72,23.7,32.42,1,1
35827,12.69,48.9,61.59,1,1
36563,14.79,99.9,114.69,1,1
110931,17.95,99.9,234.3,10,1
59108,12.61,67.9,80.51,1,1
883,28.27,129.94,158.21,1,1
4656,17.65,129.9,147.55,12,1
60431,82.99,700.9,1289.0,1,1
14424,17.09,39.99,57.08,3,1
112439,12.69,17.6,30.29,1,1
25455,18.81,987.0,1005.81,10,1
76916,14.11,44.9,118.02,1,1
96846,18.29,58.8,77.09,1,1
3221,19.32,35.0,162.96,3,1
69716,16.94,99.0,115.94,3,1
8682,16.17,59.0,75.17,5,1
35984,12.0,71.4,83.4,1,1
16678,19.28,99.0,199.44,1,2
12338,8.11,15.9,24.01,1,1
37400,17.69,219.9,237.59,8,1
62588,22.47,199.0,221.47,1,1
57466,17.63,31.9,49.53,3,1
101391,40.73,235.9,300.0,1,2
58880,22.21,72.0,188.42,1,1
112048,35.65,1599.99,1635.64,4,1
66522,0.0,99.9,99.9,4,1
96404,10.96,14.9,51.72,1,1
88972,19.93,99.0,118.93,2,1
97594,17.45,179.5,196.95,10,1
44304,18.21,58.99,154.4,3,1
85629,13.41,49.0,62.41,5,1
108732,16.11,48.9,65.01,2,1
18634,18.54,185.0,203.54,8,1
21229,12.77,73.9,86.67,1,1
68561,11.06,599.9,610.96,10,1
96527,17.84,79.9,195.48,6,1
28679,54.05,265.0,319.05,6,1
75912,15.1,49.99,65.09,6,1
29005,16.11,16.8,32.91,3,1
66209,19.25,195.99,215.24,8,1
10512,24.91,74.99,294.71,6,1
61519,8.23,139.99,148.22,5,1
93037,25.63,29.99,55.62,1,1
10259,36.39,179.9,216.29,5,1
91172,12.69,29.9,42.59,2,1
103078,5.07,19.49,94.68,1,1
36260,40.13,89.9,353.6,5,1
44491,20.59,59.9,241.47,8,1
105594,7.87,10.1,17.97,1,1
87727,41.78,449.9,491.68,7,1
75845,13.44,59.9,73.34,1,1
101234,19.74,109.9,108.33,1,2
90126,27.87,69.9,97.77,6,1
34697,16.33,99.9,116.23,1,1
92558,22.06,24.99,47.05,4,1
5222,15.1,10.99,26.09,1,1
3821,19.32,35.0,162.96,3,1
68672,47.53,87.67,135.2,4,1
91331,22.93,15.9,77.66,7,1
95995,7.78,14.99,22.77,1,1
110612,10.58,12.7,67.86,3,1
22009,17.42,139.9,157.32,1,1
109961,19.46,69.49,88.95,2,1
100584,18.25,95.0,113.25,2,1
45362,20.18,64.9,85.08,1,1
44663,18.37,159.9,178.27,5,1
35372,10.29,89.9,391.66,10,1
107493,7.78,49.9,57.68,1,1
21738,29.15,78.0,214.3,1,1
10947,20.13,117.3,301.38,1,1
18308,22.93,29.9,52.83,1,1
105551,9.53,120.0,129.53,1,1
14607,14.24,69.9,84.14,3,1
16382,29.04,388.9,417.94,6,1
36616,9.09,24.9,33.99,1,1
34427,12.69,29.0,41.69,3,1
111733,7.78,59.9,67.68,2,1
78783,18.64,76.95,95.59,2,1
23962,17.26,59.99,77.25,3,1
72535,17.15,325.0,342.15,1,1
81487,17.87,309.9,327.77,1,1
110839,19.07,128.0,147.07,2,1
48983,83.4,329.9,413.3,1,1
41356,23.77,39.99,187.43,10,1
49143,9.54,21.99,31.53,1,1
59904,15.1,29.9,135.0,10,1
69424,13.0,692.0,705.0,1,1
45990,19.28,149.0,168.28,1,1
80696,10.71,271.0,281.71,10,1
13655,13.01,49.9,62.91,5,1
59545,16.25,69.9,86.15,1,1
59170,4.45,74.9,240.75,3,1
16638,14.31,79.9,94.21,2,1
74497,25.63,14.9,121.59,1,1
43451,15.04,205.0,220.04,10,1
50821,17.16,129.99,147.15,5,1
14956,16.26,89.9,212.32,3,1
70107,15.1,29.9,45.0,1,1
5979,20.06,69.9,89.96,1,1
3418,21.49,27.0,96.98,1,1
88501,20.05,249.9,269.95,3,1
93895,1.36,24.9,165.11,1,1
30327,1.32,19.9,177.0,10,1
15039,63.49,209.9,546.78,6,1
10869,12.82,53.99,30.83,1,2
9400,15.23,9.9,75.39,2,1
66237,18.23,8.99,27.22,2,1
59385,18.61,72.9,183.02,1,1
73773,18.51,59.0,77.51,1,1
30876,17.6,43.98,61.58,6,1
35112,16.26,89.9,106.16,1,1
23146,12.48,32.96,45.44,4,1
55740,15.1,40.0,55.1,1,1
22223,15.1,38.48,160.74,1,1
90589,10.96,30.9,41.86,4,1
62506,15.54,94.9,110.44,1,1
22711,7.94,18.89,53.66,1,1
26420,18.23,34.99,106.44,3,1
58310,9.02,89.5,204.18,2,1
62271,16.32,38.0,54.32,1,1
61393,39.8,249.5,89.3,1,1
87112,10.96,33.41,88.74,8,1
60871,17.26,185.0,202.26,1,1
40444,10.0,122.9,248.8,8,1
55320,13.61,69.49,68.83,1,2
58549,15.31,79.9,95.21,2,1
20340,7.39,14.0,42.78,1,1
72889,196.86,760.0,956.86,10,1
14476,15.79,347.45,363.24,7,1
84529,10.6,59.9,232.7,1,1
26072,41.95,169.9,211.85,2,1
65368,7.78,49.0,56.78,2,1
22306,15.1,34.6,49.7,4,1
95659,14.52,19.99,34.51,1,1
95032,10.56,33.99,65.22,6,1
6748,16.39,89.9,106.29,1,1
91227,7.78,2.29,10.07,1,1
52422,13.64,87.99,101.63,5,1
90241,10.21,199.0,32.0,1,1
70998,14.1,34.99,49.09,1,1
9801,19.58,44.9,131.4,6,1
30820,27.45,195.0,222.45,1,1
101641,16.46,99.9,116.36,8,1
69889,7.71,29.9,75.22,6,1
33854,17.69,67.9,85.59,1,1
49792,11.83,89.9,101.73,10,1
78855,24.06,180.0,204.06,5,1
12909,14.63,65.9,161.06,1,1
79367,63.07,399.0,462.07,2,1
109719,17.46,84.9,308.33,10,1
13274,7.39,18.5,25.89,1,1
6561,17.67,59.9,82.98,5,1
14000,19.28,199.99,219.27,7,1
67331,14.56,219.9,234.46,7,1
39689,27.39,94.5,243.78,1,1
53449,22.95,65.0,87.95,1,1
41412,21.03,29.99,289.31,1,1
77892,7.78,49.99,57.77,1,1
2339,16.25,69.9,86.15,1,1
56166,14.97,95.5,110.47,1,1
22338,15.45,99.7,15.31,1,2
4704,13.27,97.9,111.17,1,1
4009,16.32,35.0,153.96,8,1
34781,21.12,89.9,111.02,6,1
104742,15.79,23.0,155.16,2,1
30855,19.77,82.98,102.75,5,1
45180,16.53,48.9,25.0,1,2
83458,19.14,120.0,139.14,6,1
102746,16.63,54.0,70.63,1,1
51643,16.12,195.9,112.02,3,2
98965,15.23,21.9,37.13,1,1
67265,13.5,119.9,133.4,3,1
8089,35.48,89.9,250.76,4,1
84913,17.67,59.9,155.14,6,1
101664,19.82,89.9,109.72,1,1
1763,85.97,179.99,265.96,5,1
29774,25.68,56.9,82.58,6,1
55768,33.63,179.9,213.53,2,1
89058,21.47,118.5,20.0,1,4
33210,18.53,179.0,197.53,10,1
24785,34.95,169.9,204.85,4,1
80849,9.88,152.15,324.06,5,1
90547,17.17,104.9,122.07,2,1
96524,14.25,70.9,85.15,1,1
95978,7.43,23.99,31.42,1,1
2741,23.41,119.0,142.41,1,1
84109,5.18,49.9,337.5,1,1
112042,40.85,1200.0,1240.85,8,1
87374,1.09,37.99,224.83,8,1
76638,15.7,86.0,101.7,2,1
86090,67.56,139.0,206.56,2,1
68707,15.14,55.0,70.14,1,1
103172,7.87,58.0,65.87,1,1
44033,15.17,59.9,75.07,1,1
39144,12.76,59.99,72.75,7,1
98714,17.01,179.0,196.01,2,1
83318,25.11,660.45,685.56,10,1
73431,17.26,159.0,176.26,1,1
7336,17.96,29.99,95.9,1,1
47142,8.91,99.99,217.8,1,1
62031,58.53,2951.0,3009.53,10,1
64821,8.4,29.0,37.4,1,1
13809,9.34,50.0,59.34,1,1
59699,11.85,45.65,57.5,1,1
99426,11.85,13.65,25.5,1,1
25265,15.93,149.99,165.92,3,1
97971,15.1,39.0,108.2,5,1
74837,22.2,39.9,105.17,1,1
47956,13.37,28.8,42.17,2,1
82715,1.05,8.9,77.84,7,1
74481,42.58,79.0,121.58,10,1
94417,11.85,29.9,41.75,1,1
11040,20.83,241.1,420.06,9,1
79540,15.1,49.0,64.1,6,1
101797,16.75,71.6,176.7,2,1
104768,16.91,170.5,187.41,1,1
43366,26.27,205.0,91.19,3,1
82973,13.75,69.9,83.65,3,1
42490,34.44,129.0,163.44,2,1
42657,9.54,170.0,179.54,2,1
17277,12.79,49.9,62.69,3,1
90662,18.23,49.9,68.13,3,1
48801,26.89,38.25,65.14,2,1
93504,7.78,19.9,27.68,2,1
77887,18.45,49.99,68.44,1,1
109340,8.0,54.9,138.9,1,1
8074,28.8,69.9,98.7,1,1
101559,16.42,94.9,111.32,2,1
45544,50.85,21.99,72.84,4,1
53059,21.71,199.0,220.71,4,1
90683,23.27,67.77,91.04,2,1
21177,14.1,34.9,49.0,1,1
7794,15.18,59.9,150.16,1,1
52358,9.09,46.89,55.98,5,1
37749,17.95,99.9,117.85,1,1
16510,7.88,15.49,20.0,1,3
86035,8.27,34.9,86.34,1,1
93890,15.1,29.99,45.09,4,1
37152,18.34,89.9,606.95,6,1
45464,17.6,40.0,57.6,2,1
97760,8.72,29.0,37.72,1,1
112384,7.78,5.9,13.68,1,1
90795,9.41,94.5,103.91,1,1
44266,17.06,37.9,54.96,5,1
56114,14.42,199.9,214.32,1,1
108710,14.32,83.9,98.22,9,1
62702,37.43,479.0,516.43,5,1
71955,24.99,122.99,147.98,1,1
26565,7.71,49.8,57.51,1,1
13121,15.1,27.9,43.0,1,1
56367,17.78,29.9,47.68,3,1
85789,20.99,49.9,70.89,7,1
89482,14.78,99.0,113.78,2,1
45547,11.85,21.99,67.68,1,1
82717,16.79,27.9,44.69,1,1
16446,38.31,107.9,584.84,1,1
27836,21.08,85.0,212.16,1,1
13072,14.52,49.99,64.51,1,1
64955,15.79,29.0,89.58,1,1
103231,20.32,192.5,212.82,1,1
41052,18.06,69.99,88.05,3,1
63569,16.79,40.0,30.0,1,2
10618,39.22,101.0,140.22,1,1
55396,18.66,149.0,167.66,2,1
45034,10.96,17.5,28.46,2,1
31290,35.12,115.0,150.12,1,1
2338,38.39,119.9,158.29,15,1
73283,18.23,49.9,68.13,6,1
55844,18.44,79.9,98.34,2,1
36670,13.72,99.9,41.23,1,2
27480,17.6,27.19,44.79,2,1
42364,17.37,69.9,87.27,6,1
110755,38.53,231.2,269.73,5,1
56065,18.26,98.9,117.16,1,1
505,44.48,69.99,228.94,1,1
16726,17.98,105.0,368.94,1,1
29095,86.25,155.0,241.25,1,1
21350,18.44,169.9,188.34,1,1
38925,19.32,38.99,58.31,3,1
94993,14.1,11.99,26.09,2,1
104995,16.09,190.9,206.99,6,1
74969,15.92,121.0,136.92,1,1
96459,10.38,399.99,260.37,2,1
76267,9.41,59.41,137.64,1,1
103849,12.79,34.9,47.69,4,1
62048,13.24,708.0,721.24,10,1
34535,12.83,69.9,4.56,1,19
82605,13.11,64.0,77.11,3,1
6804,35.67,38.5,50.0,1,2
9679,22.69,139.9,162.59,4,1
80217,14.15,56.99,71.14,1,1
4148,24.29,250.0,274.29,1,1
71557,7.87,29.0,36.87,1,1
52004,16.79,29.0,45.79,1,1
27233,16.79,24.9,41.69,4,1
26124,19.62,1009.0,1028.62,1,1
54257,14.52,67.99,82.51,1,1
63719,14.24,69.99,84.23,4,1
64375,7.39,29.0,72.78,1,1
2975,17.92,38.4,112.64,1,1
52767,25.84,539.99,565.83,10,1
79666,7.58,44.99,210.28,10,1
101954,29.1,99.9,129.0,2,1
77574,30.27,599.0,629.27,1,1
104613,7.54,96.9,104.44,1,1
57904,7.92,83.49,181.33,1,1
82432,11.85,35.9,47.75,2,1
107883,50.85,19.9,70.75,2,1
94216,18.45,49.99,68.44,1,1
24237,7.78,25.0,32.78,1,1
46836,16.11,35.0,112.22,2,1
55196,40.31,139.99,180.3,1,1
8676,12.75,59.0,287.0,1,1
16947,7.79,75.0,82.79,1,1
59558,18.97,124.89,143.86,1,1
48869,44.61,119.9,164.51,1,1
96879,8.27,45.0,53.27,1,1
107893,15.1,39.9,55.0,1,1
104164,36.4,69.0,316.2,10,1
81405,16.95,169.9,186.85,3,1
33736,19.6,58.9,78.5,1,1
6527,12.23,39.9,156.39,1,1
110243,14.1,19.95,34.05,1,1
66488,0.0,99.9,199.8,6,1
54508,15.1,34.99,150.27,1,1
100349,18.13,199.0,149.25,1,1
95418,15.28,76.0,91.28,5,1
378,59.91,194.99,2039.2,1,1
69417,27.59,599.99,627.58,4,1
12558,17.92,36.0,107.84,5,1
98770,71.9,87.99,159.89,1,1
30810,12.98,45.5,58.48,1,1
8959,17.48,109.99,127.47,2,1
69528,18.25,449.99,468.24,6,1
19274,28.92,74.99,103.91,5,1
53771,17.74,348.0,365.74,6,1
42104,18.65,79.0,97.65,3,1
83607,55.25,389.0,444.25,9,1
89189,18.09,120.0,138.09,4,1
89585,10.0,79.0,178.0,3,1
59310,14.13,144.9,159.03,1,1
6396,9.07,44.99,162.18,3,1
44877,12.79,39.0,51.79,2,1
32426,13.6,82.59,96.19,1,1
105896,11.98,36.2,48.18,1,1
109624,14.43,97.5,111.93,5,1
55183,42.5,129.99,172.49,6,1
2542,19.39,59.9,396.45,1,1
63237,11.85,24.5,36.35,1,1
94682,18.93,235.9,509.66,1,1
75936,18.23,9.8,28.03,1,1
62177,11.74,159.9,171.64,1,2
85399,17.67,59.9,77.57,2,1
31119,15.42,45.0,60.42,1,1
84170,20.99,49.9,50.0,1,2
71568,7.87,29.0,110.61,3,1
8473,37.92,129.7,167.62,8,1
64405,22.92,29.0,51.92,1,1
42577,12.17,138.0,150.17,2,1
65473,14.28,75.0,89.28,1,1
85806,17.67,59.9,232.71,1,1
110817,28.24,122.9,151.14,10,1
33021,9.21,66.0,75.21,2,1
62916,8.72,32.29,82.02,1,1
1738,27.73,44.99,218.16,5,1
9454,11.46,119.9,131.36,2,1
7389,11.73,34.99,93.44,1,1
2184,14.07,102.0,116.07,2,1
12908,14.63,65.9,161.06,1,1
107690,15.98,258.0,273.98,1,1
99803,18.27,24.89,43.16,1,1
84369,17.67,59.9,77.57,2,1
50960,12.22,144.99,157.21,3,1
164,18.53,116.6,135.13,1,1
27498,20.03,17.37,136.92,10,1
57457,34.15,31.9,132.1,1,1
42168,13.83,199.0,212.83,5,1
44546,19.35,53.9,46.5,1,1
47977,13.37,32.37,45.74,2,1
73833,7.64,110.32,607.76,6,1
3027,19.44,35.0,163.32,3,1
1801,11.85,48.9,60.75,6,1
102855,23.83,215.56,239.39,1,2
105697,9.27,16.8,26.07,1,1
88596,18.47,53.44,71.91,1,1
110272,15.57,116.0,131.57,3,1
49293,15.79,19.0,69.58,1,1
66370,13.25,115.0,128.25,1,1
53447,7.39,65.0,72.39,2,1
77218,20.96,79.9,100.86,3,1
99062,22.85,13.65,36.5,1,1
108160,0.98,24.99,64.75,6,1
18786,30.5,244.69,275.19,4,1
104954,19.78,219.0,238.78,3,1
56239,9.34,59.9,69.24,1,1
6933,14.17,62.9,6.67,1,10
94569,9.61,179.99,189.6,1,1
47690,18.0,66.99,84.99,1,1
75459,14.13,54.0,68.13,3,1
3656,19.33,35.0,193.32,10,1
29159,13.37,43.0,56.37,2,1
6211,13.37,45.91,118.56,2,1
109852,14.52,29.9,44.42,2,1
18420,14.51,29.99,44.5,2,1
79342,8.88,19.0,27.88,1,1
92652,15.1,24.99,40.09,1,1
55788,7.42,79.9,87.32,1,1
34292,12.04,76.9,177.88,4,1
41097,16.16,56.99,73.15,2,1
94976,14.1,13.98,28.08,1,1
3242,60.04,150.0,647.91,6,1
27845,13.15,85.0,196.3,1,1
32263,15.3,28.9,44.2,2,1
28455,20.8,24.9,45.7,2,1
83195,19.75,79.9,99.65,1,1
1874,15.1,12.99,28.09,2,1
13020,7.46,27.9,35.36,1,1
52619,9.94,55.9,65.84,1,1
54159,51.2,220.0,271.2,10,1
4270,13.78,60.0,221.34,2,1
76903,24.35,23.9,48.25,1,1
77356,38.07,74.9,112.97,1,1
44210,15.1,44.9,120.0,3,1
29847,11.85,49.28,101.05,2,1
17859,35.11,249.99,285.1,5,1
19776,12.81,229.99,242.8,1,1
103627,18.23,27.9,46.13,1,1
47682,81.18,149.99,231.17,4,1
74348,19.42,220.0,239.42,10,1
31026,75.06,158.0,233.06,5,1
71731,13.02,64.99,28.01,1,1
22637,23.78,139.99,163.77,1,1
108480,15.1,9.9,25.0,1,1
57308,22.88,22.32,45.2,1,1
52447,69.22,249.9,13.73,1,1
81485,16.34,309.9,326.24,6,1
19822,6.38,97.9,201.65,2,1
84243,17.67,49.0,66.67,1,1
10180,25.22,54.9,80.12,5,1
6781,15.11,44.9,60.01,2,1
66541,0.0,99.9,99.9,1,1
7230,15.1,11.24,0.58,1,1
81355,16.79,49.9,66.69,3,1
86502,13.47,12.49,25.96,1,1
80955,17.41,379.9,397.31,10,1
35469,11.89,55.6,67.49,6,1
26146,19.07,130.0,216.39,15,1
39151,12.69,22.99,35.68,1,1
82114,17.78,289.0,306.78,3,1
46685,12.13,29.0,123.39,2,1
57864,7.94,84.89,92.83,1,1
27481,5.54,21.15,302.52,7,1
51085,25.62,209.99,235.61,3,1
92351,12.21,29.99,42.2,4,1
34199,12.13,89.9,102.03,5,1
74845,15.45,99.9,115.35,3,1
90749,17.6,29.9,142.5,1,1
14670,7.67,58.5,132.34,1,1
87964,69.02,269.0,338.02,8,1
17933,14.08,5.2,38.56,1,1
23193,33.71,45.0,78.71,1,1
106028,16.11,28.9,45.01,1,1
7968,13.22,167.0,353.09,10,1
90440,17.84,84.9,102.74,1,1
86028,15.64,61.9,77.54,1,1
28275,38.18,90.0,128.18,1,1
36865,30.84,279.9,939.72,8,1
45611,14.49,56.99,71.48,3,1
28799,19.38,58.9,78.28,5,1
59211,13.89,78.9,92.79,9,1
95734,7.44,25.0,32.44,1,1
94104,15.28,75.0,40.28,2,1
96761,13.3,299.9,313.2,6,1
29325,27.94,155.0,182.94,1,1
94818,14.55,329.22,343.77,1,1
7031,20.57,74.99,95.56,1,1
52052,7.78,20.0,27.78,1,1
6597,27.69,169.9,197.59,1,1
46713,13.71,49.0,62.71,4,1
